cohort_code,cohort_label,source_collection_label,source_document_id,source_document_label,source_document_type,source_document_url,source_citation,source_year,source_assignment_confidence,n,status_open_n,status_partially_solved_n,status_solved_n,source_claimed_open_gate_n,distinct_categories,leading_category,flagged_rate,difficulty_C2plus_rate,reliability_label,mean_D,sd_D,mean_CG,sd_CG,mean_RG,sd_RG,mean_TD,sd_TD,mean_KB,sd_KB,mean_SS,sd_SS,mean_AI_adj,sd_AI_adj,mean_AI_D,sd_AI_D,mean_H,sd_H,mean_X,sd_X,mean_T,sd_T,mean_V_true,sd_V_true,mean_V_false,sd_V_false,mean_F,sd_F,mean_P,sd_P,mean_B,sd_B,mean_L,sd_L,mean_ambiguity,sd_ambiguity,mean_literature,sd_literature,mean_collection_prior,sd_collection_prior,distance_to_V0_centroid,distance_dimensions_V0,distance_to_V1_centroid,distance_dimensions_V1
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:bestvina-questions-in-geometric-group-theory-pdf-2004,Bestvina - Questions in Geometric Group Theory (pdf) (2004),amr_source_list,https://www.math.utah.edu/~bestvina/eprints/questions-updated.pdf,,2004,C2,108,81,27,0,27,1,Group Theory,1.0,0.0,descriptive_centroid_n_ge_10,5.420370370370369,0.324039705441579,2.4722222222222223,0.2031680549864525,2.4166666666666665,0.2511655074836764,2.6018518518518516,0.20231440392103023,0.625,0.2175157100352743,2.9074074074074074,0.25712417586406844,-0.41203703703703703,0.3733449690368915,5.008333333333331,0.629956978207658,1.25,0.4350314200705486,1.0,0.0,5.185185185185185,0.866275173179008,5.1796296296296305,1.2732884248848162,5.252777777777777,0.63664693091363,5.009259259259257,0.5402555707155327,6.4120370370370345,0.22906457180168713,1.2222222222222223,0.43948426302369786,4.723148148148148,0.7029452699985688,2.540740740740741,1.1319520016438924,2.5,0.0,5.6000000000000005,8.923191340801267e-16,1.7029430313812661,15,3.7041904166066058,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:bialy-fierobe-glutsyuk-levi-plakhov-tabachnikov-open-problems-on-billiards-and-geometric-optics-2021,"Bialy, Fierobe, Glutsyuk, Levi, Plakhov, Tabachnikov - Open problems on billiards and geometric optics (2021)",amr_source_list,https://arxiv.org/abs/2110.10750,,2021,C2,17,17,0,0,0,1,Dynamical Systems,1.0,0.0,descriptive_centroid_n_ge_10,5.864705882352942,0.6264395186993198,2.4411764705882355,0.4287464628562721,2.4705882352941178,0.329326407008216,3.0588235294117645,0.16605279103876786,1.0,0.0,3.0,0.46770717334674267,0.8529411764705882,0.3858718165706449,6.7176470588235295,0.9773914863794646,1.0,0.0,1.0,0.0,3.1176470588235294,1.1114378604524224,6.329411764705882,1.0017264508601844,5.923529411764706,0.7798472701150415,7.6,0.40466035140596585,6.970588235294119,0.19926334924652134,1.0,0.0,3.8470588235294123,1.0607294937087066,2.8,1.0185774393731681,2.5,0.0,5.6,0.0,2.977268947186735,15,4.3652428530007485,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:boyle-open-problems-in-symbolic-dynamics-2008,Boyle - Open Problems in Symbolic Dynamics (2008),amr_source_list,https://www.math.umd.edu/~mboyle/papers/openfinalsub3nov2007.pdf,,2008,C2,54,54,0,0,0,1,Dynamical Systems,1.0,0.0,descriptive_centroid_n_ge_10,5.859259259259257,0.2468813163173974,2.490740740740741,0.1814704285058104,2.462962962962963,0.13217526428635734,3.009259259259259,0.06804138174397717,1.0,0.0,2.925925925925926,0.2258611906201943,0.32407407407407407,0.41387956738198173,6.183333333333332,0.5702531711838903,1.0,0.0,1.0,0.0,3.5925925925925926,0.8582236705098156,6.364814814814816,0.7052785900533922,5.927777777777778,0.5018519163179013,6.938888888888889,0.349887672900602,7.057407407407406,0.27718385142584456,1.3888888888888888,0.6563669781935202,4.953703703703703,0.8446754345885432,2.3981481481481484,0.5641793976496793,2.5,0.0,5.600000000000002,2.6895549184198576e-15,2.083896824591792,15,3.3672089604321562,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:burdzy-my-favorite-open-problems-2009,Burdzy - My favorite open problems (2009),amr_source_list,https://sites.math.washington.edu/~burdzy/open_mathjax.php,,2009,C2,9,9,0,0,9,1,Probability,1.0,0.0,sparse_n_5_to_9,5.544444444444444,0.4693375946776239,2.4444444444444446,0.3004626062886658,2.388888888888889,0.2204792759220492,2.5,0.0,1.1111111111111112,0.33333333333333337,2.888888888888889,0.2204792759220492,-0.5,0.0,5.044444444444444,0.4693375946776239,1.1111111111111112,0.33333333333333337,1.0,0.0,6.0,0.5,5.044444444444444,1.3333333333333333,5.566666666666666,0.5267826876426369,6.155555555555555,0.308670986290869,6.088888888888889,0.17638342073763952,1.2222222222222223,0.4409585518440984,5.022222222222222,0.5426273532033236,1.322222222222222,0.868587614719692,2.5,0.0,5.6,0.0,1.5320789668659498,15,2.5980794125662174,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:calegari-problems-in-foliations-and-laminations-of-3-manifolds-2002,Calegari - Problems in foliations and laminations of 3-manifolds (2002),amr_source_list,https://arxiv.org/abs/math/0209081,,2002,C2,67,67,0,0,0,1,Topology,1.0,0.0,descriptive_centroid_n_ge_10,6.062686567164181,0.33837213730103927,2.4477611940298507,0.2155740813082269,2.4477611940298507,0.2155740813082269,3.0597014925373136,0.16335470004882507,1.5,0.0,2.917910447761194,0.2964054211330643,0.7388059701492538,0.341101257462656,6.801492537313434,0.6083989264712284,2.0,0.0,1.0,0.0,3.08955223880597,0.6681349728361254,5.871641791044777,1.258884302834862,6.080597014925374,0.5995550890780924,7.346268656716417,0.5120749111299775,7.279104477611942,0.3032837022831204,1.2686567164179106,0.5662767701141138,3.925373134328358,1.0346047823352336,2.93134328358209,1.1809355504472998,2.5,0.0,5.600000000000001,1.789763496307717e-15,2.8769063774360455,15,3.87830680795379,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:chern-open-problems-in-differential-geometry-1970,Chern - Open Problems in Differential Geometry (1970),amr_source_list,https://people.math.harvard.edu/~hirolee/pdfs/2014-fall-230a-icm1970-chern-differential-geometry.pdf,,1970,C2,5,5,0,0,0,1,Geometry,1.0,0.0,sparse_n_5_to_9,5.739999999999999,0.3577708763999667,2.4,0.22360679774997894,2.4,0.22360679774997894,2.5,0.0,1.5,0.0,2.9,0.22360679774997894,-0.3,0.2738612787525831,5.44,0.5319774431308157,3.0,0.0,1.0,0.0,4.2,0.44721359549995787,5.859999999999999,0.3286335345030996,5.18,0.08366600265340768,6.0,0.27386127875258304,5.9,0.0,1.0,0.0,4.14,0.9181503144910423,2.16,0.31304951684997046,2.5,0.0,5.6,0.0,1.5330713014642912,15,2.834732410302133,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:combinatorics-problems-from-wikipedia,Combinatorics problems from Wikipedia,amr_source_list,https://en.wikipedia.org/wiki/List_of_unsolved_problems_in_mathematics#Combinatorics,,,C2,6,6,0,0,0,1,Combinatorics,1.0,0.0,sparse_n_5_to_9,4.433333333333333,0.9993331109628396,1.8333333333333333,0.752772652709081,2.0,0.5477225575051661,2.0,0.0,1.0,0.0,2.1666666666666665,0.752772652709081,-1.9166666666666667,0.917423929634859,2.516666666666667,1.8956968815363566,1.0,0.0,1.0,0.0,7.0,1.8973665961010275,3.9499999999999997,1.2292273996295398,3.6,0.848528137423857,3.4,0.34641016151377557,5.533333333333332,0.163299316185545,1.8333333333333333,0.408248290463863,6.516666666666667,1.4162156144693034,1.95,0.3834057902536161,2.5,0.0,5.6000000000000005,9.729507111180987e-16,6.275210786833196,15,7.623154640766533,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:constantin-problems-pdf-2001,Constantin - Problems (pdf) (2001),amr_source_list,https://web.math.princeton.edu/~const/2k.pdf,,2001,C2,2,2,0,0,0,1,Partial Differential Equations,1.0,0.0,descriptive_only_n_lt_5,6.2,1.1313708498984758,2.5,0.7071067811865476,2.25,0.3535533905932738,3.25,0.3535533905932738,1.75,0.3535533905932738,2.75,0.3535533905932738,1.25,1.0606601717798212,7.45,2.192031021678297,5.5,4.949747468305833,3.0,2.8284271247461903,2.5,2.1213203435596424,6.75,0.9192388155425123,6.25,0.21213203435596475,8.4,0.8485281374238571,8.1,0.4242640687119289,1.0,0.0,4.25,0.3535533905932738,3.3,1.4142135623730951,4.5,2.8284271247461903,5.6,0.0,4.416256984271676,15,5.356628362145695,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:cooper-combinatorial-problems-i-like-2020-snapshot,Cooper - Combinatorial Problems I Like (2020 snapshot),amr_source_list,https://people.math.sc.edu/cooper/combprob.html,,2020,C2,86,86,0,0,0,2,Combinatorics,1.0,0.0,descriptive_centroid_n_ge_10,5.315116279069766,0.433458714191265,2.38953488372093,0.25897039111584197,2.4011627906976742,0.24034004637866088,2.238372093023256,0.2736114052710363,1.0,0.0,2.8197674418604652,0.3590247467931,-1.0348837209302326,0.38949966151475596,4.2802325581395335,0.7589186994265336,1.0,0.0,1.0,0.0,5.406976744186046,0.8314113723308335,4.8244186046511635,0.8587180659717514,4.498837209302326,0.423568644633696,3.763953488372093,0.4228510489237592,5.6325581395348845,0.4100048379815322,1.744186046511628,0.6718901610448629,5.2081395348837205,0.9432378673582842,2.4848837209302332,0.8234100460688879,2.5,0.0,5.600000000000002,2.68016316588696e-15,2.6623924451923418,15,4.046811983343529,15
V0,Original v1.2 compatibility cohort,AMR Open Problem Lists,amr-source-list:deift-some-open-problems-in-random-matrix-theory-and-the-theory-of-integrable-systems-2007,Deift - Some Open Problems in Random Matrix Theory and the Theory of Integrable Systems (2007),amr_source_list,https://arxiv.org/abs/0712.0849,,2007,C2,13,13,0,0,0,1,Mathematical Physics,1.0,0.0,descriptive_centroid_n_ge_10,5.8999999999999995,0.6645800679125627,2.3846153846153846,0.46340434799814917,2.3846153846153846,0.46340434799814917,3.423076923076923,0.2773500981126146,1.0,0.0,2.769230769230769,0.48370896102342265,0.6538461538461539,0.4736654667156709,6.553846153846153,0.9395170608841052,1.0,0.0,1.0,0.0,3.3076923076923075,1.031553471276484,6.823076923076922,0.7779822686002621,6.4692307692307685,0.8644696017256432,8.046153846153846,0.8312795203934961,8.546153846153846,0.6527063972611585,2.6153846153846154,1.2608503439122305,4.915384615384615,1.3296905365824498,3.43076923076923,1.8300203165468847,2.5,0.0,5.6,0.0,3.928382818158956,15,4.33057322154439,15
